observation_id,access,user_id,specie_id,specie_name,major_clade,family_molecules,family_morphology,location_id,location_name,latitude,longitude,resource_id,resource_secondary_id,measurement_id,trait_id,trait_name,standard_id,standard_unit,methodology_id,methodology_name,value,value_type,precision,precision_type,precision_upper,replicates,notes
199,1,2,4,Acanthastrea echinata,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,40,48,194,40,Ocean basin,10,cat,9,Derived from range map,pacific,expert_opinion,"","","","",
107677,1,2,4,Acanthastrea echinata,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,10,,122124,104,Coloniality,10,cat,22,Derived from textual description,colonial,expert_opinion,"","","","",""
200,1,1,4,Acanthastrea echinata,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,40,,195,41,Zooxanthellate,10,cat,22,Derived from textual description,zooxanthellate,expert_opinion,"","","","",
110917,1,2,4,Acanthastrea echinata,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,10,,125364,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,massive,expert_opinion,"","","","",""
156945,1,14,4,Acanthastrea echinata,Robust,Lobophyllidae,Mussidae,409,Indo-Pacific (unspecified),0.0,160.0,740,,199747,233,Life history strategy,10,cat,76,Random forests analyses (Darling et al. 2012),stress-tolerant,model_derived,,,,,
91781,1,54,4,Acanthastrea echinata,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,605,,99508,165,Eastern-most range edge,4,deg,10,Calculated from GIS shapefile,-137.3474436,raw_value,,,,,
166,1,2,4,Acanthastrea echinata,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,57,48,161,5,Mode of larval development,10,cat,,,spawner,raw_value,"","","","",
107679,1,2,6,Acanthastrea hemprichi,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,10,,122126,104,Coloniality,10,cat,22,Derived from textual description,colonial,expert_opinion,"","","","",""
335,1,1,6,Acanthastrea hemprichi,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,40,,323,41,Zooxanthellate,10,cat,22,Derived from textual description,zooxanthellate,expert_opinion,"","","","",
91787,1,54,6,Acanthastrea hemprichi,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,605,,99514,166,Western-most range edge,4,deg,10,Calculated from GIS shapefile,30.7355022,raw_value,,,,,
91791,1,54,6,Acanthastrea hemprichi,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,605,,99518,165,Eastern-most range edge,4,deg,10,Calculated from GIS shapefile,154.56694813,raw_value,,,,,
334,1,2,6,Acanthastrea hemprichi,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,40,48,322,40,Ocean basin,10,cat,9,Derived from range map,pacific,expert_opinion,"","","","",
91790,1,54,6,Acanthastrea hemprichi,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,605,,99517,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-27.55811739,raw_value,,,,,
110923,1,2,6,Acanthastrea hemprichi,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,10,,125370,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,massive,expert_opinion,"","","","",""
91788,1,54,6,Acanthastrea hemprichi,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,605,,99515,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,36.04402607,raw_value,,,,,
107680,1,2,8,Acanthastrea ishigakiensis,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,10,,122127,104,Coloniality,10,cat,22,Derived from textual description,colonial,expert_opinion,"","","","",""
471,1,1,8,Acanthastrea ishigakiensis,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,40,,452,41,Zooxanthellate,10,cat,22,Derived from textual description,zooxanthellate,expert_opinion,"","","","",
91801,1,54,8,Acanthastrea ishigakiensis,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,605,,99528,165,Eastern-most range edge,4,deg,10,Calculated from GIS shapefile,-167.812868108,raw_value,,,,,
470,1,2,8,Acanthastrea ishigakiensis,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,40,48,451,40,Ocean basin,10,cat,9,Derived from range map,pacific,expert_opinion,"","","","",
110926,1,2,8,Acanthastrea ishigakiensis,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,10,,125373,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,massive,expert_opinion,"","","","",""
91797,1,54,8,Acanthastrea ishigakiensis,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,605,,99524,166,Western-most range edge,4,deg,10,Calculated from GIS shapefile,31.8706407,raw_value,,,,,
91798,1,54,8,Acanthastrea ishigakiensis,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,605,,99525,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,36.78057671,raw_value,,,,,
91800,1,54,8,Acanthastrea ishigakiensis,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,605,,99527,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-27.59521638,raw_value,,,,,
91813,1,54,12,Acanthastrea regularis,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,605,,99540,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,29.11683364,raw_value,,,,,
91815,1,54,12,Acanthastrea regularis,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,605,,99542,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-24.65362171,raw_value,,,,,
110928,1,2,12,Acanthastrea regularis,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,10,,125375,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,massive,expert_opinion,"","","","",""
708,1,1,12,Acanthastrea regularis,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,40,,681,41,Zooxanthellate,10,cat,22,Derived from textual description,zooxanthellate,expert_opinion,"","","","",
91812,1,54,12,Acanthastrea regularis,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,605,,99539,166,Western-most range edge,4,deg,10,Calculated from GIS shapefile,95.1112135,raw_value,,,,,
107681,1,2,12,Acanthastrea regularis,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,10,,122128,104,Coloniality,10,cat,22,Derived from textual description,colonial,expert_opinion,"","","","",""
707,1,2,12,Acanthastrea regularis,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,40,48,680,40,Ocean basin,10,cat,9,Derived from range map,pacific,expert_opinion,"","","","",
91816,1,54,12,Acanthastrea regularis,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,605,,99543,165,Eastern-most range edge,4,deg,10,Calculated from GIS shapefile,157.08033235,raw_value,,,,,
775,1,1,13,Acanthastrea rotundoflora,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,40,,744,41,Zooxanthellate,10,cat,22,Derived from textual description,zooxanthellate,expert_opinion,"","","","",
91818,1,54,13,Acanthastrea rotundoflora,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,605,,99545,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,37.05672973,raw_value,,,,,
91821,1,54,13,Acanthastrea rotundoflora,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,605,,99548,165,Eastern-most range edge,4,deg,10,Calculated from GIS shapefile,177.19387095,raw_value,,,,,
107682,1,2,13,Acanthastrea rotundoflora,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,10,,122129,104,Coloniality,10,cat,22,Derived from textual description,colonial,expert_opinion,"","","","",""
110930,1,2,13,Acanthastrea rotundoflora,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,10,,125377,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,encrusting,expert_opinion,"","","","",""
91817,1,54,13,Acanthastrea rotundoflora,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,605,,99544,166,Western-most range edge,4,deg,10,Calculated from GIS shapefile,32.7001322,raw_value,,,,,
91820,1,54,13,Acanthastrea rotundoflora,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,605,,99547,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-24.06128377,raw_value,,,,,
774,1,2,13,Acanthastrea rotundoflora,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,40,48,743,40,Ocean basin,10,cat,9,Derived from range map,pacific,expert_opinion,"","","","",
107683,1,2,14,Acanthastrea subechinata,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,10,,122130,104,Coloniality,10,cat,22,Derived from textual description,colonial,expert_opinion,"","","","",""
109423,1,31,14,Acanthastrea subechinata,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,65,,123870,181,Corallite width minimum,28,mm,15,Image analysis,12.8,raw_value,"","","","",""
91826,1,54,14,Acanthastrea subechinata,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,605,,99553,165,Eastern-most range edge,4,deg,10,Calculated from GIS shapefile,132.82219056,raw_value,,,,,
110933,1,2,14,Acanthastrea subechinata,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,10,,125380,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,massive,expert_opinion,"","","","",""
91822,1,54,14,Acanthastrea subechinata,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,605,,99549,166,Western-most range edge,4,deg,10,Calculated from GIS shapefile,94.9133586,raw_value,,,,,
841,1,1,14,Acanthastrea subechinata,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,40,,807,41,Zooxanthellate,10,cat,22,Derived from textual description,zooxanthellate,expert_opinion,"","","","",
91825,1,54,14,Acanthastrea subechinata,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,605,,99552,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-12.95321845,raw_value,,,,,
91823,1,54,14,Acanthastrea subechinata,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,605,,99550,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,19.99136173,raw_value,,,,,
840,1,2,14,Acanthastrea subechinata,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,40,48,806,40,Ocean basin,10,cat,9,Derived from range map,pacific,expert_opinion,"","","","",
91830,1,54,16,Acropora abrolhosensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,99557,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-28.93109775,raw_value,,,,,
911,1,2,16,Acropora abrolhosensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,51,48,874,5,Mode of larval development,10,cat,,,spawner,raw_value,"","","","",
109425,1,31,16,Acropora abrolhosensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,677,,123872,181,Corallite width minimum,28,mm,22,Derived from textual description,0.9,raw_value,"","","","",""
91827,1,54,16,Acropora abrolhosensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,99554,166,Western-most range edge,4,deg,10,Calculated from GIS shapefile,94.786195,raw_value,,,,,
108449,1,2,16,Acropora abrolhosensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,677,,122896,104,Coloniality,10,cat,22,Derived from textual description,colonial,expert_opinion,"","","","",""
91831,1,54,16,Acropora abrolhosensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,99558,165,Eastern-most range edge,4,deg,10,Calculated from GIS shapefile,-176.23392741,raw_value,,,,,
107684,1,2,16,Acropora abrolhosensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,122131,104,Coloniality,10,cat,22,Derived from textual description,colonial,expert_opinion,"","","","",""
943,1,1,16,Acropora abrolhosensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,40,,906,41,Zooxanthellate,10,cat,22,Derived from textual description,zooxanthellate,expert_opinion,"","","","",
91828,1,54,16,Acropora abrolhosensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,99555,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,30.3465097,raw_value,,,,,
112778,1,31,16,Acropora abrolhosensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,127225,90,Colony maximum diameter,29,cm,22,Derived from textual description,1000,raw_value,"","","","",""
109426,1,31,16,Acropora abrolhosensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,677,,123873,182,Corallite width maximum,28,mm,22,Derived from textual description,1.5,raw_value,"","","","",""
112779,1,31,16,Acropora abrolhosensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,23,,127226,90,Colony maximum diameter,29,cm,22,Derived from textual description,300,raw_value,"","","","",""
114576,1,2,16,Acropora abrolhosensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,51,48,134963,8,Sexual system,10,cat,58,Observation_field_or_laboratory,hermaphrodite,raw_value,,,,,
942,1,2,16,Acropora abrolhosensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,40,48,905,40,Ocean basin,10,cat,9,Derived from range map,pacific,expert_opinion,"","","","",
112780,1,31,16,Acropora abrolhosensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,37,,127227,90,Colony maximum diameter,29,cm,22,Derived from textual description,300,raw_value,"","","","",""
110936,1,2,16,Acropora abrolhosensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125383,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,branching_open,expert_opinion,"","","","",""
109428,1,31,17,Acropora abrotanoides,Complex,Acroporidae,Acroporidae,1,Global estimate,,,677,,123875,182,Corallite width maximum,28,mm,22,Derived from textual description,1.2,raw_value,"","","","",""
91832,1,54,17,Acropora abrotanoides,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,99559,166,Western-most range edge,4,deg,10,Calculated from GIS shapefile,25.0445129,raw_value,,,,,
91835,1,54,17,Acropora abrotanoides,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,99562,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-34.0029668,raw_value,,,,,
110938,1,2,17,Acropora abrotanoides,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125385,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,branching_open,expert_opinion,"","","","",""
159978,1,126,17,Acropora abrotanoides,Complex,Acroporidae,Acroporidae,545,Yapp Island,9.546155,138.136151,783,787,203879,60,Growth rate,38,mm yr^-1,,,127.5,mean,125,range,130,,
159978,1,126,17,Acropora abrotanoides,Complex,Acroporidae,Acroporidae,545,Yapp Island,9.546155,138.136151,783,787,203880,152,Water temperature,52,ºC,,,29.2,raw_value,,,,,
91836,1,54,17,Acropora abrotanoides,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,99563,165,Eastern-most range edge,4,deg,10,Calculated from GIS shapefile,-136.33745034,raw_value,,,,,
156603,1,2,17,Acropora abrotanoides,Complex,Acroporidae,Acroporidae,500,"Tiao-Shi, Nanwan, Kenting, Taiwan",21.957822,120.766646,73,,199405,11,Oocyte size at maturity,39,µm,14,Dissection,661,mean,61,standard_deviation,,5,
1025,1,1,17,Acropora abrotanoides,Complex,Acroporidae,Acroporidae,1,Global estimate,,,40,,984,41,Zooxanthellate,10,cat,22,Derived from textual description,zooxanthellate,expert_opinion,"","","","",
992,1,2,17,Acropora abrotanoides,Complex,Acroporidae,Acroporidae,1,Global estimate,,,51,48,951,5,Mode of larval development,10,cat,,,spawner,raw_value,"","","","",
107685,1,2,17,Acropora abrotanoides,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,122132,104,Coloniality,10,cat,22,Derived from textual description,colonial,expert_opinion,"","","","",""
114577,1,2,17,Acropora abrotanoides,Complex,Acroporidae,Acroporidae,1,Global estimate,,,51,48,134964,8,Sexual system,10,cat,58,Observation_field_or_laboratory,hermaphrodite,raw_value,,,,,
91833,1,54,17,Acropora abrotanoides,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,99560,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,31.21066413,raw_value,,,,,
109427,1,31,17,Acropora abrotanoides,Complex,Acroporidae,Acroporidae,1,Global estimate,,,677,,123874,181,Corallite width minimum,28,mm,22,Derived from textual description,0.7,raw_value,"","","","",""
108450,1,2,17,Acropora abrotanoides,Complex,Acroporidae,Acroporidae,1,Global estimate,,,677,,122897,104,Coloniality,10,cat,22,Derived from textual description,colonial,expert_opinion,"","","","",""
1024,1,2,17,Acropora abrotanoides,Complex,Acroporidae,Acroporidae,1,Global estimate,,,40,48,983,40,Ocean basin,10,cat,9,Derived from range map,pacific,expert_opinion,"","","","",
109429,1,31,18,Acropora aculeus,Complex,Acroporidae,Acroporidae,1,Global estimate,,,677,,123876,181,Corallite width minimum,28,mm,22,Derived from textual description,0.8,raw_value,"","","","",""
107686,1,2,18,Acropora aculeus,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,122133,104,Coloniality,10,cat,22,Derived from textual description,colonial,expert_opinion,"","","","",""
1072,1,2,18,Acropora aculeus,Complex,Acroporidae,Acroporidae,1,Global estimate,,,56,48,1027,5,Mode of larval development,10,cat,,,spawner,raw_value,"","","","",
1102,1,2,18,Acropora aculeus,Complex,Acroporidae,Acroporidae,1,Global estimate,,,40,48,1057,40,Ocean basin,10,cat,9,Derived from range map,pacific,expert_opinion,"","","","",
91838,1,54,18,Acropora aculeus,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,99565,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,29.08305865,raw_value,,,,,
109430,1,31,18,Acropora aculeus,Complex,Acroporidae,Acroporidae,1,Global estimate,,,677,,123877,182,Corallite width maximum,28,mm,22,Derived from textual description,1,raw_value,"","","","",""
1103,1,1,18,Acropora aculeus,Complex,Acroporidae,Acroporidae,1,Global estimate,,,40,,1058,41,Zooxanthellate,10,cat,22,Derived from textual description,zooxanthellate,expert_opinion,"","","","",
112782,1,31,18,Acropora aculeus,Complex,Acroporidae,Acroporidae,1,Global estimate,,,37,,127229,90,Colony maximum diameter,29,cm,22,Derived from textual description,40,raw_value,"","","","",""
112781,1,31,18,Acropora aculeus,Complex,Acroporidae,Acroporidae,1,Global estimate,,,23,,127228,90,Colony maximum diameter,29,cm,22,Derived from textual description,40,raw_value,"","","","",""
91841,1,54,18,Acropora aculeus,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,99568,165,Eastern-most range edge,4,deg,10,Calculated from GIS shapefile,-169.99388497,raw_value,,,,,
114604,1,2,18,Acropora aculeus,Complex,Acroporidae,Acroporidae,1,Global estimate,,,56,48,134991,8,Sexual system,10,cat,58,Observation_field_or_laboratory,hermaphrodite,raw_value,,,,,
91840,1,54,18,Acropora aculeus,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,99567,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-31.67116472,raw_value,,,,,
91837,1,54,18,Acropora aculeus,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,99564,166,Western-most range edge,4,deg,10,Calculated from GIS shapefile,35.8670617,raw_value,,,,,
108451,1,2,18,Acropora aculeus,Complex,Acroporidae,Acroporidae,1,Global estimate,,,677,,122898,104,Coloniality,10,cat,22,Derived from textual description,colonial,expert_opinion,"","","","",""
110940,1,2,18,Acropora aculeus,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125387,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,corymbose,expert_opinion,"","","","",""
112783,1,31,19,Acropora acuminata,Complex,Acroporidae,Acroporidae,1,Global estimate,,,15,,127230,90,Colony maximum diameter,29,cm,22,Derived from textual description,200,raw_value,"","","","",""
91843,1,54,19,Acropora acuminata,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,99570,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,30.75852777,raw_value,,,,,
112785,1,31,19,Acropora acuminata,Complex,Acroporidae,Acroporidae,1,Global estimate,,,37,,127232,90,Colony maximum diameter,29,cm,22,Derived from textual description,100,raw_value,"","","","",""
91845,1,54,19,Acropora acuminata,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,99572,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-35.12419872,raw_value,,,,,
1183,1,2,19,Acropora acuminata,Complex,Acroporidae,Acroporidae,1,Global estimate,,,40,48,1134,40,Ocean basin,10,cat,9,Derived from range map,pacific,expert_opinion,"","","","",
108452,1,2,19,Acropora acuminata,Complex,Acroporidae,Acroporidae,1,Global estimate,,,677,,122899,104,Coloniality,10,cat,22,Derived from textual description,colonial,expert_opinion,"","","","",""
91842,1,54,19,Acropora acuminata,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,99569,166,Western-most range edge,4,deg,10,Calculated from GIS shapefile,30.3853529,raw_value,,,,,
112784,1,31,19,Acropora acuminata,Complex,Acroporidae,Acroporidae,1,Global estimate,,,23,,127231,90,Colony maximum diameter,29,cm,22,Derived from textual description,100,raw_value,"","","","",""
109432,1,31,19,Acropora acuminata,Complex,Acroporidae,Acroporidae,1,Global estimate,,,677,,123879,182,Corallite width maximum,28,mm,22,Derived from textual description,1.2,raw_value,"","","","",""
91846,1,54,19,Acropora acuminata,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,99573,165,Eastern-most range edge,4,deg,10,Calculated from GIS shapefile,-161.67828547,raw_value,,,,,
107687,1,2,19,Acropora acuminata,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,122134,104,Coloniality,10,cat,22,Derived from textual description,colonial,expert_opinion,"","","","",""
109431,1,31,19,Acropora acuminata,Complex,Acroporidae,Acroporidae,1,Global estimate,,,677,,123878,181,Corallite width minimum,28,mm,22,Derived from textual description,0.6,raw_value,"","","","",""
1184,1,1,19,Acropora acuminata,Complex,Acroporidae,Acroporidae,1,Global estimate,,,40,,1135,41,Zooxanthellate,10,cat,22,Derived from textual description,zooxanthellate,expert_opinion,"","","","",
110942,1,2,19,Acropora acuminata,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125389,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,branching_open,expert_opinion,"","","","",""
91851,1,54,20,Acropora akajimensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,99578,165,Eastern-most range edge,4,deg,10,Calculated from GIS shapefile,132.67783959,raw_value,,,,,
1261,1,2,20,Acropora akajimensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,40,48,1208,40,Ocean basin,10,cat,9,Derived from range map,pacific,expert_opinion,"","","","",
91848,1,54,20,Acropora akajimensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,99575,167,Northern-most range edge,3,deg,10,Calculated from GIS shapefile,28.69531021,raw_value,,,,,
107688,1,2,20,Acropora akajimensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,122135,104,Coloniality,10,cat,22,Derived from textual description,colonial,expert_opinion,"","","","",""
110944,1,2,20,Acropora akajimensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125391,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,branching_closed,expert_opinion,"","","","",""
1262,1,1,20,Acropora akajimensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,40,,1209,41,Zooxanthellate,10,cat,22,Derived from textual description,zooxanthellate,expert_opinion,"","","","",
91847,1,54,20,Acropora akajimensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,99574,166,Western-most range edge,4,deg,10,Calculated from GIS shapefile,94.9824297,raw_value,,,,,
91850,1,54,20,Acropora akajimensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,99577,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-12.08814169,raw_value,,,,,
110947,1,2,21,Acropora anthocercis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125394,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,tables_or_plates,expert_opinion,"","","","",""
91855,1,54,21,Acropora anthocercis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,99582,168,Southern-most range edge,3,deg,10,Calculated from GIS shapefile,-35.53327447,raw_value,,,,,
91856,1,54,21,Acropora anthocercis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,99583,165,Eastern-most range edge,4,deg,10,Calculated from GIS shapefile,-172.89557322,raw_value,,,,,
112787,1,31,21,Acropora anthocercis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,23,,127234,90,Colony maximum diameter,29,cm,22,Derived from textual description,50,raw_value,"","","","",""
108453,1,2,21,Acropora anthocercis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,677,,122900,104,Coloniality,10,cat,22,Derived from textual description,colonial,expert_opinion,"","","","",""
1336,1,2,21,Acropora anthocercis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,40,48,1281,40,Ocean basin,10,cat,9,Derived from range map,pacific,expert_opinion,"","","","",
1306,1,2,21,Acropora anthocercis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,56,48,1251,5,Mode of larval development,10,cat,,,spawner,raw_value,"","","","",
